fasta_id	protein_id	locus_id
CAJOBZ010000015.1	CAF4847813.1	PMACD_LOCUS6784
CAJOBZ010000015.1	CAF4847824.1	PMACD_LOCUS6785
CAJOBZ010000015.1	CAF4847836.1	PMACD_LOCUS6786
CAJOBZ010000015.1	CAF4847846.1	PMACD_LOCUS6787
CAJOBZ010000015.1	CAF4847856.1	PMACD_LOCUS6788
CAJOBZ010000015.1	CAF4847866.1	PMACD_LOCUS6789
CAJOBZ010000015.1	CAF4847876.1	PMACD_LOCUS6789
CAJOBZ010000015.1	CAF4847883.1	PMACD_LOCUS6790
CAJOBZ010000015.1	CAF4847895.1	PMACD_LOCUS6791
CAJOBZ010000015.1	CAF4847904.1	PMACD_LOCUS6792
CAJOBZ010000015.1	CAF4847914.1	PMACD_LOCUS6793
CAJOBZ010000015.1	CAF4847923.1	PMACD_LOCUS6794
CAJOBZ010000015.1	CAF4847935.1	PMACD_LOCUS6795
CAJOBZ010000015.1	CAF4847946.1	PMACD_LOCUS6796
CAJOBZ010000015.1	CAF4847955.1	PMACD_LOCUS6797
CAJOBZ010000015.1	CAF4847963.1	PMACD_LOCUS6798
CAJOBZ010000015.1	CAF4847972.1	PMACD_LOCUS6799
CAJOBZ010000015.1	CAF4847985.1	PMACD_LOCUS6800
CAJOBZ010000015.1	CAF4847996.1	PMACD_LOCUS6801
CAJOBZ010000015.1	CAF4848007.1	PMACD_LOCUS6802
CAJOBZ010000015.1	CAF4848018.1	PMACD_LOCUS6803
CAJOBZ010000015.1	CAF4848029.1	PMACD_LOCUS6804
CAJOBZ010000015.1	CAF4848039.1	PMACD_LOCUS6805
CAJOBZ010000015.1	CAF4848050.1	PMACD_LOCUS6806
CAJOBZ010000015.1	CAF4848059.1	PMACD_LOCUS6807
CAJOBZ010000015.1	CAF4848069.1	PMACD_LOCUS6808
CAJOBZ010000015.1	CAF4848081.1	PMACD_LOCUS6809
CAJOBZ010000015.1	CAF4848091.1	PMACD_LOCUS6810
CAJOBZ010000015.1	CAF4848102.1	PMACD_LOCUS6811
CAJOBZ010000015.1	CAF4848110.1	PMACD_LOCUS6812
CAJOBZ010000015.1	CAF4848120.1	PMACD_LOCUS6813
CAJOBZ010000015.1	CAF4848130.1	PMACD_LOCUS6814
CAJOBZ010000015.1	CAF4848140.1	PMACD_LOCUS6815
CAJOBZ010000015.1	CAF4848150.1	PMACD_LOCUS6816
CAJOBZ010000015.1	CAF4848161.1	PMACD_LOCUS6817
CAJOBZ010000015.1	CAF4848174.1	PMACD_LOCUS6818
CAJOBZ010000015.1	CAF4848183.1	PMACD_LOCUS6819
CAJOBZ010000015.1	CAF4848194.1	PMACD_LOCUS6820
CAJOBZ010000015.1	CAF4848204.1	PMACD_LOCUS6821
CAJOBZ010000015.1	CAF4848217.1	PMACD_LOCUS6822
CAJOBZ010000015.1	CAF4848228.1	PMACD_LOCUS6823
CAJOBZ010000015.1	CAF4848234.1	PMACD_LOCUS6823
CAJOBZ010000015.1	CAF4848242.1	PMACD_LOCUS6824
CAJOBZ010000015.1	CAF4848254.1	PMACD_LOCUS6825
CAJOBZ010000015.1	CAF4848267.1	PMACD_LOCUS6826
CAJOBZ010000015.1	CAF4848278.1	PMACD_LOCUS6826
CAJOBZ010000015.1	CAF4848288.1	PMACD_LOCUS6827
CAJOBZ010000015.1	CAF4848298.1	PMACD_LOCUS6828
CAJOBZ010000015.1	CAF4848306.1	PMACD_LOCUS6829
CAJOBZ010000015.1	CAF4848317.1	PMACD_LOCUS6830
CAJOBZ010000015.1	CAF4848327.1	PMACD_LOCUS6831
CAJOBZ010000015.1	CAF4848349.1	PMACD_LOCUS6832
CAJOBZ010000015.1	CAF4848339.1	PMACD_LOCUS6832
CAJOBZ010000015.1	CAF4848359.1	PMACD_LOCUS6832
CAJOBZ010000015.1	CAF4848369.1	PMACD_LOCUS6833
CAJOBZ010000015.1	CAF4848376.1	PMACD_LOCUS6834
CAJOBZ010000015.1	CAF4848387.1	PMACD_LOCUS6835
CAJOBZ010000015.1	CAF4848399.1	PMACD_LOCUS6835
CAJOBZ010000015.1	CAF4848406.1	PMACD_LOCUS6836
CAJOBZ010000015.1	CAF4848418.1	PMACD_LOCUS6837
CAJOBZ010000015.1	CAF4848427.1	PMACD_LOCUS6838
CAJOBZ010000015.1	CAF4848438.1	PMACD_LOCUS6839
CAJOBZ010000015.1	CAF4848443.1	PMACD_LOCUS6840
CAJOBZ010000015.1	CAF4848452.1	PMACD_LOCUS6841
CAJOBZ010000015.1	CAF4848463.1	PMACD_LOCUS6842
CAJOBZ010000015.1	CAF4848472.1	PMACD_LOCUS6843
CAJOBZ010000015.1	CAF4848481.1	PMACD_LOCUS6844
CAJOBZ010000015.1	CAF4848492.1	PMACD_LOCUS6845
CAJOBZ010000015.1	CAF4848515.1	PMACD_LOCUS6845
CAJOBZ010000015.1	CAF4848504.1	PMACD_LOCUS6845
CAJOBZ010000015.1	CAF4848526.1	PMACD_LOCUS6845
CAJOBZ010000015.1	CAF4848536.1	PMACD_LOCUS6845
CAJOBZ010000015.1	CAF4848545.1	PMACD_LOCUS6846
CAJOBZ010000015.1	CAF4848554.1	PMACD_LOCUS6847
CAJOBZ010000015.1	CAF4848565.1	PMACD_LOCUS6848
CAJOBZ010000015.1	CAF4848573.1	PMACD_LOCUS6849
CAJOBZ010000015.1	CAF4848582.1	PMACD_LOCUS6850
CAJOBZ010000015.1	CAF4848591.1	PMACD_LOCUS6851
CAJOBZ010000015.1	CAF4848600.1	PMACD_LOCUS6852
CAJOBZ010000015.1	CAF4848610.1	PMACD_LOCUS6853
CAJOBZ010000015.1	CAF4848622.1	PMACD_LOCUS6853
CAJOBZ010000015.1	CAF4848633.1	PMACD_LOCUS6854
CAJOBZ010000015.1	CAF4848645.1	PMACD_LOCUS6855
CAJOBZ010000015.1	CAF4848653.1	PMACD_LOCUS6856
CAJOBZ010000015.1	CAF4848661.1	PMACD_LOCUS6857
CAJOBZ010000015.1	CAF4848671.1	PMACD_LOCUS6858
CAJOBZ010000015.1	CAF4848682.1	PMACD_LOCUS6859
CAJOBZ010000015.1	CAF4848692.1	PMACD_LOCUS6860
CAJOBZ010000015.1	CAF4848705.1	PMACD_LOCUS6861
CAJOBZ010000015.1	CAF4848714.1	PMACD_LOCUS6862
CAJOBZ010000015.1	CAF4848725.1	PMACD_LOCUS6863
CAJOBZ010000015.1	CAF4848735.1	PMACD_LOCUS6864
CAJOBZ010000015.1	CAF4848743.1	PMACD_LOCUS6865
CAJOBZ010000015.1	CAF4848755.1	PMACD_LOCUS6866
CAJOBZ010000015.1	CAF4848766.1	PMACD_LOCUS6867
CAJOBZ010000015.1	CAF4848780.1	PMACD_LOCUS6868
CAJOBZ010000015.1	CAF4848785.1	PMACD_LOCUS6869
CAJOBZ010000015.1	CAF4848798.1	PMACD_LOCUS6870
CAJOBZ010000015.1	CAF4848809.1	PMACD_LOCUS6871
CAJOBZ010000015.1	CAF4848820.1	PMACD_LOCUS6872
CAJOBZ010000015.1	CAF4848831.1	PMACD_LOCUS6873
CAJOBZ010000015.1	CAF4848840.1	PMACD_LOCUS6874
CAJOBZ010000015.1	CAF4848849.1	PMACD_LOCUS6875
CAJOBZ010000015.1	CAF4848862.1	PMACD_LOCUS6876
CAJOBZ010000015.1	CAF4848872.1	PMACD_LOCUS6877
CAJOBZ010000015.1	CAF4848880.1	PMACD_LOCUS6878
CAJOBZ010000015.1	CAF4848889.1	PMACD_LOCUS6879
CAJOBZ010000015.1	CAF4848900.1	PMACD_LOCUS6880
CAJOBZ010000015.1	CAF4848908.1	PMACD_LOCUS6881
CAJOBZ010000015.1	CAF4848919.1	PMACD_LOCUS6882
CAJOBZ010000015.1	CAF4848925.1	PMACD_LOCUS6883
CAJOBZ010000015.1	CAF4848935.1	PMACD_LOCUS6884
CAJOBZ010000015.1	CAF4848945.1	PMACD_LOCUS6885
CAJOBZ010000015.1	CAF4848949.1	PMACD_LOCUS6886
CAJOBZ010000015.1	CAF4848957.1	PMACD_LOCUS6887
CAJOBZ010000015.1	CAF4848969.1	PMACD_LOCUS6888
CAJOBZ010000015.1	CAF4848981.1	PMACD_LOCUS6889
CAJOBZ010000015.1	CAF4848990.1	PMACD_LOCUS6890
CAJOBZ010000015.1	CAF4849001.1	PMACD_LOCUS6891
CAJOBZ010000015.1	CAF4849012.1	PMACD_LOCUS6891
CAJOBZ010000015.1	CAF4849022.1	PMACD_LOCUS6892
CAJOBZ010000015.1	CAF4849033.1	PMACD_LOCUS6893
CAJOBZ010000015.1	CAF4849040.1	PMACD_LOCUS6894
CAJOBZ010000015.1	CAF4849051.1	PMACD_LOCUS6895
CAJOBZ010000015.1	CAF4849062.1	PMACD_LOCUS6896
CAJOBZ010000015.1	CAF4849075.1	PMACD_LOCUS6897
CAJOBZ010000015.1	CAF4849084.1	PMACD_LOCUS6898
CAJOBZ010000015.1	CAF4849094.1	PMACD_LOCUS6899
CAJOBZ010000015.1	CAF4849105.1	PMACD_LOCUS6900
CAJOBZ010000015.1	CAF4849115.1	PMACD_LOCUS6901
CAJOBZ010000015.1	CAF4849137.1	PMACD_LOCUS6902
CAJOBZ010000015.1	CAF4849126.1	PMACD_LOCUS6902
CAJOBZ010000015.1	CAF4849147.1	PMACD_LOCUS6903
CAJOBZ010000015.1	CAF4849161.1	PMACD_LOCUS6903
CAJOBZ010000015.1	CAF4849172.1	PMACD_LOCUS6904
CAJOBZ010000015.1	CAF4849184.1	PMACD_LOCUS6905
CAJOBZ010000015.1	CAF4849198.1	PMACD_LOCUS6906
CAJOBZ010000015.1	CAF4849210.1	PMACD_LOCUS6907
CAJOBZ010000015.1	CAF4849223.1	PMACD_LOCUS6908
CAJOBZ010000015.1	CAF4849232.1	PMACD_LOCUS6909
CAJOBZ010000015.1	CAF4849247.1	PMACD_LOCUS6909
CAJOBZ010000015.1	CAF4849260.1	PMACD_LOCUS6910
CAJOBZ010000015.1	CAF4849272.1	PMACD_LOCUS6911
CAJOBZ010000015.1	CAF4849288.1	PMACD_LOCUS6912
CAJOBZ010000015.1	CAF4849297.1	PMACD_LOCUS6913
CAJOBZ010000015.1	CAF4849305.1	PMACD_LOCUS6914
CAJOBZ010000015.1	CAF4849315.1	PMACD_LOCUS6915
CAJOBZ010000015.1	CAF4849327.1	PMACD_LOCUS6916
CAJOBZ010000015.1	CAF4849363.1	PMACD_LOCUS6917
CAJOBZ010000015.1	CAF4849354.1	PMACD_LOCUS6917
CAJOBZ010000015.1	CAF4849341.1	PMACD_LOCUS6917
CAJOBZ010000015.1	CAF4849372.1	PMACD_LOCUS6918
CAJOBZ010000015.1	CAF4849386.1	PMACD_LOCUS6919
CAJOBZ010000015.1	CAF4849388.1	PMACD_LOCUS6920
CAJOBZ010000015.1	CAF4849401.1	PMACD_LOCUS6921
CAJOBZ010000015.1	CAF4849414.1	PMACD_LOCUS6922
CAJOBZ010000015.1	CAF4849441.1	PMACD_LOCUS6923
CAJOBZ010000015.1	CAF4849427.1	PMACD_LOCUS6923
CAJOBZ010000015.1	CAF4849449.1	PMACD_LOCUS6923
CAJOBZ010000015.1	CAF4849459.1	PMACD_LOCUS6924
CAJOBZ010000015.1	CAF4849468.1	PMACD_LOCUS6925
CAJOBZ010000015.1	CAF4849477.1	PMACD_LOCUS6926
CAJOBZ010000015.1	CAF4849486.1	PMACD_LOCUS6927
CAJOBZ010000015.1	CAF4849497.1	PMACD_LOCUS6927
CAJOBZ010000015.1	CAF4849507.1	PMACD_LOCUS6928
CAJOBZ010000015.1	CAF4849520.1	PMACD_LOCUS6929
CAJOBZ010000015.1	CAF4849512.1	PMACD_LOCUS6929
CAJOBZ010000015.1	CAF4849531.1	PMACD_LOCUS6930
CAJOBZ010000015.1	CAF4849538.1	PMACD_LOCUS6931
CAJOBZ010000015.1	CAF4849543.1	PMACD_LOCUS6932
CAJOBZ010000015.1	CAF4849549.1	PMACD_LOCUS6933
CAJOBZ010000015.1	CAF4849556.1	PMACD_LOCUS6934
CAJOBZ010000015.1	CAF4849567.1	PMACD_LOCUS6935
CAJOBZ010000015.1	CAF4849574.1	PMACD_LOCUS6936
CAJOBZ010000015.1	CAF4849582.1	PMACD_LOCUS6937
CAJOBZ010000015.1	CAF4849590.1	PMACD_LOCUS6938
CAJOBZ010000015.1	CAF4849600.1	PMACD_LOCUS6939
CAJOBZ010000015.1	CAF4849609.1	PMACD_LOCUS6940
CAJOBZ010000015.1	CAF4849617.1	PMACD_LOCUS6941
CAJOBZ010000015.1	CAF4849627.1	PMACD_LOCUS6942
CAJOBZ010000015.1	CAF4849638.1	PMACD_LOCUS6943
CAJOBZ010000015.1	CAF4849652.1	PMACD_LOCUS6944
CAJOBZ010000015.1	CAF4849666.1	PMACD_LOCUS6945
CAJOBZ010000015.1	CAF4849676.1	PMACD_LOCUS6946
CAJOBZ010000015.1	CAF4849685.1	PMACD_LOCUS6947
CAJOBZ010000015.1	CAF4849694.1	PMACD_LOCUS6948
CAJOBZ010000015.1	CAF4849701.1	PMACD_LOCUS6949
CAJOBZ010000015.1	CAF4849709.1	PMACD_LOCUS6950
CAJOBZ010000015.1	CAF4849719.1	PMACD_LOCUS6950
CAJOBZ010000015.1	CAF4849722.1	PMACD_LOCUS6951
CAJOBZ010000015.1	CAF4849733.1	PMACD_LOCUS6952
CAJOBZ010000015.1	CAF4849745.1	PMACD_LOCUS6953
CAJOBZ010000015.1	CAF4849755.1	PMACD_LOCUS6954
CAJOBZ010000015.1	CAF4849768.1	PMACD_LOCUS6955
CAJOBZ010000015.1	CAF4849780.1	PMACD_LOCUS6956
CAJOBZ010000015.1	CAF4849792.1	PMACD_LOCUS6957
CAJOBZ010000015.1	CAF4849804.1	PMACD_LOCUS6958
CAJOBZ010000015.1	CAF4849816.1	PMACD_LOCUS6959
CAJOBZ010000015.1	CAF4849828.1	PMACD_LOCUS6960
CAJOBZ010000015.1	CAF4849840.1	PMACD_LOCUS6961
CAJOBZ010000015.1	CAF4849854.1	PMACD_LOCUS6961
CAJOBZ010000015.1	CAF4849865.1	PMACD_LOCUS6962
CAJOBZ010000015.1	CAF4849877.1	PMACD_LOCUS6963
CAJOBZ010000015.1	CAF4849889.1	PMACD_LOCUS6963
CAJOBZ010000015.1	CAF4849902.1	PMACD_LOCUS6964
CAJOBZ010000015.1	CAF4849915.1	PMACD_LOCUS6965
CAJOBZ010000015.1	CAF4849928.1	PMACD_LOCUS6966
CAJOBZ010000015.1	CAF4849939.1	PMACD_LOCUS6967
CAJOBZ010000015.1	CAF4849952.1	PMACD_LOCUS6968
CAJOBZ010000015.1	CAF4849962.1	PMACD_LOCUS6969
CAJOBZ010000015.1	CAF4849975.1	PMACD_LOCUS6970
CAJOBZ010000015.1	CAF4849989.1	PMACD_LOCUS6970
CAJOBZ010000015.1	CAF4850002.1	PMACD_LOCUS6971
CAJOBZ010000015.1	CAF4850015.1	PMACD_LOCUS6972
CAJOBZ010000015.1	CAF4850026.1	PMACD_LOCUS6973
CAJOBZ010000015.1	CAF4850034.1	PMACD_LOCUS6974
CAJOBZ010000015.1	CAF4850048.1	PMACD_LOCUS6975
CAJOBZ010000015.1	CAF4850058.1	PMACD_LOCUS6976
CAJOBZ010000015.1	CAF4850069.1	PMACD_LOCUS6976
CAJOBZ010000015.1	CAF4850081.1	PMACD_LOCUS6977
CAJOBZ010000016.1	CAF4850205.1	PMACD_LOCUS6978
CAJOBZ010000016.1	CAF4850218.1	PMACD_LOCUS6979
CAJOBZ010000016.1	CAF4850230.1	PMACD_LOCUS6980
CAJOBZ010000016.1	CAF4850241.1	PMACD_LOCUS6980
CAJOBZ010000016.1	CAF4850252.1	PMACD_LOCUS6981
CAJOBZ010000016.1	CAF4850265.1	PMACD_LOCUS6982
CAJOBZ010000016.1	CAF4850275.1	PMACD_LOCUS6983
CAJOBZ010000016.1	CAF4850287.1	PMACD_LOCUS6984
CAJOBZ010000016.1	CAF4850300.1	PMACD_LOCUS6985
CAJOBZ010000016.1	CAF4850315.1	PMACD_LOCUS6986
CAJOBZ010000016.1	CAF4850329.1	PMACD_LOCUS6987
CAJOBZ010000016.1	CAF4850340.1	PMACD_LOCUS6988
CAJOBZ010000016.1	CAF4850351.1	PMACD_LOCUS6989
CAJOBZ010000016.1	CAF4850363.1	PMACD_LOCUS6990
CAJOBZ010000016.1	CAF4850377.1	PMACD_LOCUS6991
CAJOBZ010000016.1	CAF4850389.1	PMACD_LOCUS6992
CAJOBZ010000016.1	CAF4850396.1	PMACD_LOCUS6993
CAJOBZ010000016.1	CAF4850410.1	PMACD_LOCUS6994
CAJOBZ010000016.1	CAF4850421.1	PMACD_LOCUS6995
CAJOBZ010000016.1	CAF4850433.1	PMACD_LOCUS6996
CAJOBZ010000016.1	CAF4850446.1	PMACD_LOCUS6997
CAJOBZ010000016.1	CAF4850458.1	PMACD_LOCUS6998
CAJOBZ010000016.1	CAF4850470.1	PMACD_LOCUS6999
CAJOBZ010000016.1	CAF4850483.1	PMACD_LOCUS6999
CAJOBZ010000016.1	CAF4850494.1	PMACD_LOCUS7000
CAJOBZ010000016.1	CAF4850504.1	PMACD_LOCUS7001
CAJOBZ010000016.1	CAF4850513.1	PMACD_LOCUS7002
CAJOBZ010000016.1	CAF4850521.1	PMACD_LOCUS7003
CAJOBZ010000016.1	CAF4850526.1	PMACD_LOCUS7004
CAJOBZ010000016.1	CAF4850532.1	PMACD_LOCUS7005
CAJOBZ010000016.1	CAF4850546.1	PMACD_LOCUS7006
CAJOBZ010000016.1	CAF4850554.1	PMACD_LOCUS7007
CAJOBZ010000016.1	CAF4850564.1	PMACD_LOCUS7008
CAJOBZ010000016.1	CAF4850578.1	PMACD_LOCUS7009
CAJOBZ010000016.1	CAF4850591.1	PMACD_LOCUS7010
CAJOBZ010000016.1	CAF4850603.1	PMACD_LOCUS7011
CAJOBZ010000016.1	CAF4850613.1	PMACD_LOCUS7011
CAJOBZ010000016.1	CAF4850624.1	PMACD_LOCUS7012
CAJOBZ010000016.1	CAF4850634.1	PMACD_LOCUS7013
CAJOBZ010000016.1	CAF4850642.1	PMACD_LOCUS7014
CAJOBZ010000016.1	CAF4850653.1	PMACD_LOCUS7015
CAJOBZ010000016.1	CAF4850664.1	PMACD_LOCUS7016
CAJOBZ010000016.1	CAF4850675.1	PMACD_LOCUS7017
CAJOBZ010000016.1	CAF4850684.1	PMACD_LOCUS7017
CAJOBZ010000016.1	CAF4850696.1	PMACD_LOCUS7018
CAJOBZ010000016.1	CAF4850705.1	PMACD_LOCUS7019
CAJOBZ010000016.1	CAF4850714.1	PMACD_LOCUS7020
CAJOBZ010000016.1	CAF4850723.1	PMACD_LOCUS7021
CAJOBZ010000016.1	CAF4850734.1	PMACD_LOCUS7022
CAJOBZ010000016.1	CAF4850743.1	PMACD_LOCUS7023
CAJOBZ010000016.1	CAF4850751.1	PMACD_LOCUS7024
CAJOBZ010000016.1	CAF4850761.1	PMACD_LOCUS7025
CAJOBZ010000016.1	CAF4850771.1	PMACD_LOCUS7026
CAJOBZ010000016.1	CAF4850779.1	PMACD_LOCUS7027
CAJOBZ010000016.1	CAF4850788.1	PMACD_LOCUS7028
CAJOBZ010000016.1	CAF4850799.1	PMACD_LOCUS7029
CAJOBZ010000016.1	CAF4850807.1	PMACD_LOCUS7029
CAJOBZ010000016.1	CAF4850816.1	PMACD_LOCUS7030
CAJOBZ010000016.1	CAF4850824.1	PMACD_LOCUS7031
CAJOBZ010000016.1	CAF4850834.1	PMACD_LOCUS7032
CAJOBZ010000016.1	CAF4850844.1	PMACD_LOCUS7033
CAJOBZ010000016.1	CAF4850854.1	PMACD_LOCUS7034
CAJOBZ010000016.1	CAF4850865.1	PMACD_LOCUS7035
CAJOBZ010000016.1	CAF4850875.1	PMACD_LOCUS7036
CAJOBZ010000016.1	CAF4850884.1	PMACD_LOCUS7037
CAJOBZ010000016.1	CAF4850894.1	PMACD_LOCUS7038
CAJOBZ010000016.1	CAF4850904.1	PMACD_LOCUS7039
CAJOBZ010000016.1	CAF4850914.1	PMACD_LOCUS7040
CAJOBZ010000016.1	CAF4850923.1	PMACD_LOCUS7041
CAJOBZ010000016.1	CAF4850930.1	PMACD_LOCUS7042
CAJOBZ010000016.1	CAF4850937.1	PMACD_LOCUS7042
CAJOBZ010000016.1	CAF4850945.1	PMACD_LOCUS7043
CAJOBZ010000016.1	CAF4850954.1	PMACD_LOCUS7044
CAJOBZ010000016.1	CAF4850963.1	PMACD_LOCUS7045
CAJOBZ010000016.1	CAF4850975.1	PMACD_LOCUS7046
CAJOBZ010000016.1	CAF4850987.1	PMACD_LOCUS7047
CAJOBZ010000016.1	CAF4850998.1	PMACD_LOCUS7048
CAJOBZ010000016.1	CAF4851006.1	PMACD_LOCUS7049
CAJOBZ010000016.1	CAF4851017.1	PMACD_LOCUS7050
CAJOBZ010000016.1	CAF4851030.1	PMACD_LOCUS7051
CAJOBZ010000016.1	CAF4851038.1	PMACD_LOCUS7052
CAJOBZ010000016.1	CAF4851049.1	PMACD_LOCUS7053
CAJOBZ010000016.1	CAF4851061.1	PMACD_LOCUS7054
CAJOBZ010000016.1	CAF4851071.1	PMACD_LOCUS7055
CAJOBZ010000016.1	CAF4851081.1	PMACD_LOCUS7056
CAJOBZ010000016.1	CAF4851089.1	PMACD_LOCUS7057
CAJOBZ010000016.1	CAF4851100.1	PMACD_LOCUS7058
CAJOBZ010000016.1	CAF4851111.1	PMACD_LOCUS7059
CAJOBZ010000016.1	CAF4851117.1	PMACD_LOCUS7060
CAJOBZ010000016.1	CAF4851125.1	PMACD_LOCUS7061
CAJOBZ010000016.1	CAF4851133.1	PMACD_LOCUS7062
CAJOBZ010000016.1	CAF4851141.1	PMACD_LOCUS7063
CAJOBZ010000016.1	CAF4851149.1	PMACD_LOCUS7064
CAJOBZ010000016.1	CAF4851157.1	PMACD_LOCUS7065
CAJOBZ010000016.1	CAF4851165.1	PMACD_LOCUS7066
CAJOBZ010000016.1	CAF4851174.1	PMACD_LOCUS7067
CAJOBZ010000016.1	CAF4851181.1	PMACD_LOCUS7068
CAJOBZ010000016.1	CAF4851190.1	PMACD_LOCUS7069
CAJOBZ010000016.1	CAF4851201.1	PMACD_LOCUS7070
CAJOBZ010000016.1	CAF4851208.1	PMACD_LOCUS7071
CAJOBZ010000016.1	CAF4851219.1	PMACD_LOCUS7072
CAJOBZ010000016.1	CAF4851229.1	PMACD_LOCUS7072
CAJOBZ010000016.1	CAF4851236.1	PMACD_LOCUS7073
CAJOBZ010000016.1	CAF4851246.1	PMACD_LOCUS7074
CAJOBZ010000016.1	CAF4851256.1	PMACD_LOCUS7075
CAJOBZ010000016.1	CAF4851263.1	PMACD_LOCUS7076
CAJOBZ010000016.1	CAF4851269.1	PMACD_LOCUS7077
CAJOBZ010000016.1	CAF4851280.1	PMACD_LOCUS7078
CAJOBZ010000016.1	CAF4851290.1	PMACD_LOCUS7079
CAJOBZ010000016.1	CAF4851300.1	PMACD_LOCUS7080
CAJOBZ010000016.1	CAF4851309.1	PMACD_LOCUS7081
CAJOBZ010000016.1	CAF4851318.1	PMACD_LOCUS7082
CAJOBZ010000016.1	CAF4851326.1	PMACD_LOCUS7083
CAJOBZ010000016.1	CAF4851333.1	PMACD_LOCUS7084
CAJOBZ010000016.1	CAF4851340.1	PMACD_LOCUS7085
CAJOBZ010000016.1	CAF4851347.1	PMACD_LOCUS7086
CAJOBZ010000016.1	CAF4851359.1	PMACD_LOCUS7087
CAJOBZ010000016.1	CAF4851371.1	PMACD_LOCUS7088
CAJOBZ010000016.1	CAF4851380.1	PMACD_LOCUS7088
CAJOBZ010000016.1	CAF4851387.1	PMACD_LOCUS7089
CAJOBZ010000016.1	CAF4851397.1	PMACD_LOCUS7090
CAJOBZ010000016.1	CAF4851405.1	PMACD_LOCUS7091
CAJOBZ010000016.1	CAF4851417.1	PMACD_LOCUS7092
CAJOBZ010000016.1	CAF4851427.1	PMACD_LOCUS7093
CAJOBZ010000016.1	CAF4851437.1	PMACD_LOCUS7094
CAJOBZ010000016.1	CAF4851445.1	PMACD_LOCUS7095
CAJOBZ010000016.1	CAF4851457.1	PMACD_LOCUS7096
CAJOBZ010000016.1	CAF4851465.1	PMACD_LOCUS7097
CAJOBZ010000016.1	CAF4851475.1	PMACD_LOCUS7098
CAJOBZ010000016.1	CAF4851483.1	PMACD_LOCUS7099
CAJOBZ010000016.1	CAF4851495.1	PMACD_LOCUS7100
CAJOBZ010000016.1	CAF4851505.1	PMACD_LOCUS7101
CAJOBZ010000016.1	CAF4851515.1	PMACD_LOCUS7102
CAJOBZ010000016.1	CAF4851525.1	PMACD_LOCUS7102
CAJOBZ010000016.1	CAF4851536.1	PMACD_LOCUS7103
CAJOBZ010000016.1	CAF4851544.1	PMACD_LOCUS7104
CAJOBZ010000016.1	CAF4851549.1	PMACD_LOCUS7104
CAJOBZ010000016.1	CAF4851558.1	PMACD_LOCUS7105
CAJOBZ010000016.1	CAF4851567.1	PMACD_LOCUS7106
CAJOBZ010000016.1	CAF4851574.1	PMACD_LOCUS7107
CAJOBZ010000016.1	CAF4851582.1	PMACD_LOCUS7108
CAJOBZ010000016.1	CAF4851591.1	PMACD_LOCUS7109
CAJOBZ010000016.1	CAF4851601.1	PMACD_LOCUS7110
CAJOBZ010000016.1	CAF4851610.1	PMACD_LOCUS7110
CAJOBZ010000016.1	CAF4851618.1	PMACD_LOCUS7111
CAJOBZ010000016.1	CAF4851628.1	PMACD_LOCUS7112
CAJOBZ010000016.1	CAF4851637.1	PMACD_LOCUS7113
CAJOBZ010000016.1	CAF4851646.1	PMACD_LOCUS7114
CAJOBZ010000016.1	CAF4851659.1	PMACD_LOCUS7115
CAJOBZ010000016.1	CAF4851668.1	PMACD_LOCUS7116
CAJOBZ010000016.1	CAF4851676.1	PMACD_LOCUS7117
CAJOBZ010000016.1	CAF4851687.1	PMACD_LOCUS7118
CAJOBZ010000016.1	CAF4851696.1	PMACD_LOCUS7119
CAJOBZ010000016.1	CAF4851705.1	PMACD_LOCUS7119
CAJOBZ010000016.1	CAF4851716.1	PMACD_LOCUS7120
CAJOBZ010000016.1	CAF4851726.1	PMACD_LOCUS7121
CAJOBZ010000016.1	CAF4851729.1	PMACD_LOCUS7121
CAJOBZ010000016.1	CAF4851734.1	PMACD_LOCUS7122
CAJOBZ010000016.1	CAF4851742.1	PMACD_LOCUS7123
CAJOBZ010000016.1	CAF4851753.1	PMACD_LOCUS7124
CAJOBZ010000016.1	CAF4851763.1	PMACD_LOCUS7125
CAJOBZ010000016.1	CAF4851774.1	PMACD_LOCUS7126
CAJOBZ010000016.1	CAF4851784.1	PMACD_LOCUS7127
CAJOBZ010000016.1	CAF4851794.1	PMACD_LOCUS7128
CAJOBZ010000016.1	CAF4851802.1	PMACD_LOCUS7129
CAJOBZ010000016.1	CAF4851812.1	PMACD_LOCUS7130
CAJOBZ010000016.1	CAF4851823.1	PMACD_LOCUS7131
CAJOBZ010000016.1	CAF4851831.1	PMACD_LOCUS7132
CAJOBZ010000016.1	CAF4851838.1	PMACD_LOCUS7133
CAJOBZ010000016.1	CAF4851846.1	PMACD_LOCUS7134
CAJOBZ010000016.1	CAF4851855.1	PMACD_LOCUS7135
CAJOBZ010000016.1	CAF4851864.1	PMACD_LOCUS7136
CAJOBZ010000016.1	CAF4851878.1	PMACD_LOCUS7137
CAJOBZ010000016.1	CAF4851872.1	PMACD_LOCUS7137
CAJOBZ010000016.1	CAF4851889.1	PMACD_LOCUS7138
CAJOBZ010000016.1	CAF4851897.1	PMACD_LOCUS7139
CAJOBZ010000016.1	CAF4851909.1	PMACD_LOCUS7140
CAJOBZ010000016.1	CAF4851917.1	PMACD_LOCUS7141
CAJOBZ010000016.1	CAF4851925.1	PMACD_LOCUS7142
